1,81
2,81
3,80
4,80
5,79
6,95
7,80
8,80
9,81
10,95
11,79
12,80
13,80
14,79
15,79
16,95
17,95
18,80
19,80
20,79
21,79
22,79
23,80
24,80
25,80
26,80
27,80
28,79
29,79
30,79
31,79
32,80
33,80
34,79
35,78
36,78
37,95
38,80
39,81
40,95
41,80
42,80
43,80
44,79
45,79
46,79
47,79
48,79
49,80
50,79
51,79
52,79
53,79
54,79
55,79
56,78
57,78
58,78
59,79
60,79
61,80
62,79
63,79
64,79
65,78
66,78
67,78
68,78
69,95
70,95
71,94
72,87
73,26
74,1203
75,85
76,5
77,1203
78,1203
79,1203
80,44
81,35
82,31
83,27
84,1203
85,1203
86,92
87,92
88,94
89,94
90,95
91,1203
92,1203
93,1203
94,1203
95,1203
96,1203
97,1203
98,1203
99,1203
100,1203
101,1203
102,1203
103,1203
104,1203
105,1203
106,226
107,242
108,221
109,220
110,218
111,216
112,1203
113,1203
114,217
115,217
116,218
117,214
118,213
119,213
120,213
121,213
122,214
123,214
124,214
125,216
126,215
127,214
128,215
129,214
130,215
131,214
132,215
133,215
134,216
135,216
136,214
137,215
138,216
139,215
140,216
141,215
142,215
143,216
144,215
145,215
146,216
147,216
148,216
149,215
150,215
151,216
152,215
153,215
154,215
155,215
156,215
157,215
158,215
159,215
160,215
161,215
162,215
163,215
164,215
165,216
166,216
167,216
168,216
169,216
170,216
171,217
172,217
173,216
174,217
175,216
176,218
177,217
178,1203
179,1203
180,1203
181,1203
182,1203
183,1203
184,1203
185,1203
186,1203
187,1203
188,1203
189,1203
190,486
191,1203
192,1203
193,1203
194,1203
195,1203
196,1203
197,1203
198,1203
199,1203
200,1203
201,217
202,216
203,216
204,218
205,1203
206,218
207,216
208,22
209,15
210,1203
211,1203
212,1203
213,1203
214,219
215,219
216,1203
217,220
218,1203
219,219
220,223
221,219
222,219
223,219
224,218
225,220
226,219
227,1203
228,1203
229,1203
230,1203
231,1203
232,20
233,1203
234,27
235,1203
236,1203
237,1203
238,22
239,1203
240,1203
241,1203
242,1203
243,30
244,1203
245,1203
246,9
247,8
248,1203
249,5
250,7
251,1203
252,17
253,23
254,27
255,30
256,31
257,29
258,23
259,15
260,1203
261,1203
262,8
263,1203
264,482
265,482
266,482
267,482
268,482
269,482
270,482
271,482
272,482
273,482
274,482
275,481
276,482
277,482
278,482
279,482
280,481
281,481
282,481
283,481
284,482
285,481
286,481
287,481
288,482
289,481
290,482
291,482
292,481
293,482
294,482
295,482
296,482
297,483
298,482
299,483
300,483
301,482
302,482
303,482
304,482
305,482
306,482
307,483
308,483
309,482
310,482
311,482
312,482
313,483
314,483
315,482
316,482
317,482
318,482
319,483
320,482
321,482
322,482
323,482
324,482
325,482
326,482
327,483
328,482
329,482
330,483
331,483
332,482
1,260
2,262
3,260
4,260
5,258
6,258
7,260
8,260
9,260
10,263
11,1203
12,1204
13,1203
14,1203
15,1203
16,262
17,261
18,1203
19,262
20,22
21,7
22,3
23,3
24,3
25,3
26,4
27,22
28,14
29,13
30,8
31,4
32,16
33,1203
34,258
35,23
36,1203
37,1203
38,1204
39,1204
40,1203
41,1203
42,10
43,1203
44,1203
45,262
46,2
47,1
48,2
49,1
50,9
51,1203
52,15
53,1203
54,27
55,1203
56,261
57,48
58,263
59,262
60,260
61,261
62,1204
63,1204
64,1203
65,1203
66,48
67,259
68,1204
69,261
70,1203
71,1204
72,1203
73,1203
74,1203
75,1203
76,1203
77,1204
78,260
79,259
80,262
81,1203
82,1203
83,262
84,261
85,260
86,263
87,263
88,265
89,263
90,1203
91,1203
92,46
93,1203
94,1203
95,51
96,1203
97,1203
98,47
99,45
100,1203
101,1203
102,1203
103,261
104,50
105,48
106,46
107,45
108,45
109,1203
110,261
111,1203
112,49
113,261
114,1203
115,261
116,262
117,261
118,262
119,264
120,47
121,1203
122,1204
123,1203
124,1203
125,1203
126,1204
127,1204
128,1204
129,1203
130,265
131,1203
132,1204
133,1204
134,1203
135,261
136,263
137,1204
138,1203
139,1203
140,1203
141,1203
142,57
143,1204
144,264
145,1203
146,62
147,61
148,1203
149,59
150,57
151,58
152,57
153,57
154,57
155,59
156,1203
157,1203
158,1203
159,1203
160,1203
161,1203
162,1203
163,1203
164,263
165,260
166,21
167,21
168,21
169,36
170,19
171,1203
172,1203
173,1203
174,48
175,47
176,45
177,1203
178,47
179,1203
180,14
181,1203
182,1203
183,1203
184,1203
185,1203
186,29
187,22
188,1204
189,6
190,1203
191,1203
192,11
193,18
194,14
195,7
196,3
197,2
198,12
199,13
200,3
201,11
202,3
203,25
204,12
205,15
206,6
207,25
208,23
209,7
210,17
211,1203
212,10
213,15
214,19
215,1203
216,29
217,1203
218,1203
219,1203
220,1203
221,1203
222,1203
223,1204
224,262
225,265
226,1203
227,1203
228,1203
229,1203
230,1203
231,1203
232,259
233,42
234,41
235,42
236,34
237,42
238,34
239,1203
240,66
241,1204
242,262
243,1204
244,44
245,44
246,1203
247,1203
248,50
249,1203
250,1203
251,1203
252,9
253,1204
254,1203
255,1203
256,261
257,1203
258,51
259,1203
260,39
261,44
262,33
263,1204
264,41
265,33
266,34
267,1204
268,36
269,34
270,34
271,259
272,36
273,1204
274,37
275,259
276,1203
277,36
278,260
279,37
280,260
281,1203
282,259
283,35
284,36
285,41
286,1203
287,38
288,36
289,39
290,1204
291,49
292,41
293,50
294,49
295,40
296,263
297,261
298,259
299,1203
300,3
301,5
302,7
303,1203
304,4
305,3
306,14
307,262
308,261
309,1204
310,263
311,26
312,263
313,261
314,263
315,1203
316,1203
317,1203
318,1203
319,1204
320,1204
321,1203
322,1203
323,1204
324,1203
325,40
326,1203
327,1203
328,1204
329,259
330,1203
331,1203
332,1203
333,1203
334,7
335,4
336,1203
337,260
338,253
339,245
340,245
341,236
342,235
343,234
344,241
345,19
346,31
347,5
348,1203
349,8
350,5
351,2
352,1203
353,107
354,109
355,1203
356,1203
357,7
358,108
359,1203
360,10
361,8
362,1203
363,110
364,8
365,4
366,109
367,9
368,12
369,112
370,42
371,1203
372,7
373,9
374,1203
375,8
376,4
377,11
378,108
379,108
380,110
381,1203
382,1203
383,9
384,109
385,107
386,106
387,106
388,106
389,106
390,106
391,107
392,107
393,107
394,107
395,107
396,107
397,107
398,107
399,107
400,107
401,107
402,107
403,107
404,107
405,107
406,107
407,107
408,106
409,24
410,106
411,107
412,107
413,107
414,106
415,107
416,107
417,111
418,9
419,1203
420,1203
421,1203
422,242
423,1203
424,1203
425,1203
426,1203
427,1203
428,1203
429,1203
430,1203
431,1204
432,1203
433,1203
434,1203
435,1203
436,1203
437,1203
438,104
439,4
440,1203
441,1203
442,1203
443,2
444,1203
445,4
446,108
447,1203
448,101
449,105
450,105
451,105
452,105
453,4
454,10
455,6
456,5
457,7
458,33
459,1203
460,1203
461,1203
462,1203
463,111
464,111
465,113
466,1203
467,1203
468,8
469,1203
470,1203
471,1203
472,1203
473,5
474,1203
475,4
476,1203
477,110
478,111
479,112
480,245
481,22
482,27
483,32
484,268
485,268
486,1203
487,1203
488,26
489,114
490,1203
491,112
492,112
493,1203
494,112
495,112
496,112
497,112
498,112
499,112
500,112
501,112
502,112
503,112
504,111
505,111
506,111
507,111
508,111
509,111
510,111
511,111
512,111
513,111
514,111
515,111
516,111
517,111
518,111
519,111
520,111
521,111
522,111
523,111
524,111
525,111
526,111
527,111
528,111
529,111
530,111
531,111
532,111
533,111
534,111
535,111
536,111
537,111
538,111
539,111
540,111
541,111
542,111
543,111
544,111
545,111
546,111
547,116
548,114
549,120
550,113
551,115
552,114
553,4
554,116
555,117
556,117
557,117
558,1203
559,1203
560,1203
561,1203
562,119
563,119
564,120
565,1203
566,120
567,1203
568,1203
569,1203
570,1203
571,1203
572,1203
573,122
574,1203
575,1203
576,1203
577,1203
578,1203
579,1203
580,1203
581,1203
582,1203
583,1203
584,111
585,111
586,111
587,111
588,111
589,111
590,111
591,111
592,111
593,111
594,111
595,111
596,111
597,111
598,111
599,111
600,111
601,111
602,111
603,111
604,111
605,112
606,111
607,112
608,111
609,112
610,111
611,111
612,111
613,111
614,1203
615,27
616,38
617,33
618,30
619,1203
620,7
621,1203
622,1203
